Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1790095634,8,,Aggregated,5.800000,0.000000,71,94,110,120,130,140,140,150,150,150,150,255,0,76,87.58706381965621,26.635292000719346,730.0197770018713,158.53725490196078
1790095635,8,POST,/predict,5.800000,0.000000,71,98,110,120,130,140,140,150,150,150,150,262,0,76,87.88332246945001,26.635292000719346,730.0197770018713,158.54580152671755
1790095635,8,,Aggregated,5.800000,0.000000,71,98,110,120,130,140,140,150,150,150,150,262,0,76,87.88332246945001,26.635292000719346,730.0197770018713,158.54580152671755
1790095636,8,POST,/predict,5.700000,0.000000,73,100,120,130,140,140,150,150,150,150,150,268,0,77,88.19411671644427,26.635292000719346,730.0197770018713,158.5597014925373
1790095636,8,,Aggregated,5.700000,0.000000,73,100,120,130,140,140,150,150,150,150,150,268,0,77,88.19411671644427,26.635292000719346,730.0197770018713,158.5597014925373
1790095637,8,POST,/predict,5.700000,0.000000,69,98,120,120,130,140,140,150,150,150,150,274,0,76,87.29396087958105,26.635292000719346,730.0197770018713,158.55109489051094
1790095637,8,,Aggregated,5.700000,0.000000,69,98,120,120,130,140,140,150,150,150,150,274,0,76,87.29396087958105,26.635292000719346,730.0197770018713,158.55109489051094
1790095638,8,POST,/predict,5.800000,0.000000,70,110,120,130,140,140,140,150,150,150,150,278,0,76,87.72598578421467,26.635292000719346,730.0197770018713,158.55755395683454
1790095638,8,,Aggregated,5.800000,0.000000,70,110,120,130,140,140,140,150,150,150,150,278,0,76,87.72598578421467,26.635292000719346,730.0197770018713,158.55755395683454
1790095639,8,POST,/predict,6.000000,0.000000,70,110,120,130,140,140,140,150,150,150,150,284,0,76,87.73135255635258,26.635292000719346,730.0197770018713,158.54929577464787
1790095639,8,,Aggregated,6.000000,0.000000,70,110,120,130,140,140,140,150,150,150,150,284,0,76,87.73135255635258,26.635292000719346,730.0197770018713,158.54929577464787
1790095640,8,POST,/predict,5.800000,0.000000,100,120,120,130,140,140,150,150,150,150,150,288,0,78,88.2536582257166,26.635292000719346,730.0197770018713,158.55208333333334
1790095640,8,,Aggregated,5.800000,0.000000,100,120,120,130,140,140,150,150,150,150,150,288,0,78,88.2536582257166,26.635292000719346,730.0197770018713,158.55208333333334
1790095641,8,POST,/predict,5.900000,0.000000,110,120,130,140,150,170,180,180,180,180,180,293,0,78,89.45444124232685,26.635292000719346,730.0197770018713,158.55972696245735
1790095641,8,,Aggregated,5.900000,0.000000,110,120,130,140,150,170,180,180,180,180,180,293,0,78,89.45444124232685,26.635292000719346,730.0197770018713,158.55972696245735
1790095642,8,POST,/predict,5.700000,0.000000,110,120,130,140,150,170,180,180,180,180,180,299,0,79,89.97655672241777,26.635292000719346,730.0197770018713,158.5752508361204
1790095642,8,,Aggregated,5.700000,0.000000,110,120,130,140,150,170,180,180,180,180,180,299,0,79,89.97655672241777,26.635292000719346,730.0197770018713,158.5752508361204
1790095643,8,POST,/predict,5.800000,0.000000,110,120,130,140,150,170,180,180,180,180,180,306,0,78,89.528199725488,26.635292000719346,730.0197770018713,158.5751633986928
1790095643,8,,Aggregated,5.800000,0.000000,110,120,130,140,150,170,180,180,180,180,180,306,0,78,89.528199725488,26.635292000719346,730.0197770018713,158.5751633986928
1790095644,8,POST,/predict,5.800000,0.000000,110,130,140,140,150,170,180,180,180,180,180,313,0,78,89.22527509903462,25.98958899761783,730.0197770018713,158.56549520766774
1790095644,8,,Aggregated,5.800000,0.000000,110,130,140,140,150,170,180,180,180,180,180,313,0,78,89.22527509903462,25.98958899761783,730.0197770018713,158.56549520766774
1790095645,8,POST,/predict,5.800000,0.000000,110,120,130,140,150,170,180,180,180,180,180,318,0,78,88.8826404874143,25.98958899761783,730.0197770018713,158.5754716981132
1790095645,8,,Aggregated,5.800000,0.000000,110,120,130,140,150,170,180,180,180,180,180,318,0,78,88.8826404874143,25.98958899761783,730.0197770018713,158.5754716981132
1790095646,8,POST,/predict,6.000000,0.000000,110,120,130,140,150,170,180,180,180,180,180,324,0,78,88.74171389502014,25.98958899761783,730.0197770018713,158.57407407407408
1790095646,8,,Aggregated,6.000000,0.000000,110,120,130,140,150,170,180,180,180,180,180,324,0,78,88.74171389502014,25.98958899761783,730.0197770018713,158.57407407407408
1790095647,8,POST,/predict,5.600000,0.000000,110,120,130,130,150,170,180,180,180,180,180,331,0,78,88.30450616312336,25.98958899761783,730.0197770018713,158.5679758308157
1790095647,8,,Aggregated,5.600000,0.000000,110,120,130,130,150,170,180,180,180,180,180,331,0,78,88.30450616312336,25.98958899761783,730.0197770018713,158.5679758308157
1790095648,8,POST,/predict,5.800000,0.000000,92,120,130,130,150,170,180,180,180,180,180,337,0,77,87.8977784629167,25.98958899761783,730.0197770018713,158.56379821958458
1790095648,8,,Aggregated,5.800000,0.000000,92,120,130,130,150,170,180,180,180,180,180,337,0,77,87.8977784629167,25.98958899761783,730.0197770018713,158.56379821958458
1790095649,8,POST,/predict,5.900000,0.000000,96,120,130,130,150,180,180,260,260,260,260,340,0,78,88.54863631471851,25.98958899761783,730.0197770018713,158.5705882352941
1790095649,8,,Aggregated,5.900000,0.000000,96,120,130,130,150,180,180,260,260,260,260,340,0,78,88.54863631471851,25.98958899761783,730.0197770018713,158.5705882352941
1790095650,8,POST,/predict,5.800000,0.000000,80,120,130,130,150,260,270,290,290,290,290,347,0,78,89.63015822189882,25.98958899761783,730.0197770018713,158.5792507204611
1790095650,8,,Aggregated,5.800000,0.000000,80,120,130,130,150,260,270,290,290,290,290,347,0,78,89.63015822189882,25.98958899761783,730.0197770018713,158.5792507204611
